id,contract_line_number,gen_type,gen_type_capacity
394,416052f0-3673-4108-b4f7-13a60ed992f8,gasoline,low
395,bb19e990-5e18-408c-8a09-0d23bc118f79,gasoline,large
396,421d3e2a-7f66-4e09-af0c-3fff73e0b2d1,diesel,medium
397,efa856e7-20fd-4971-a0c8-b89b632b8799,propane,large
398,c842be8f-eb01-4ccd-8115-a3f463889ce5,gasoline,medium
399,35943536-1d66-4855-ab02-6af2486af756,gasoline,low
400,19232154-a5af-4ccf-bde5-ee0a0d7d4782,propane,low
401,c21bb1bb-54f4-4234-9d51-fd6299b9538b,diesel,low
402,46f2d26f-3cb5-490e-8d0e-3dd9d9d2aba5,gasoline,large
403,88072d9a-6fd5-4dac-bc21-d30c2bf9755e,diesel,large
404,41d5c6c5-341e-46a1-b2dd-953d7d979f3e,gasoline,large
405,1d09c267-e36b-40f3-9890-a6088f3e37c0,gasoline,large
406,9bde9722-b967-425d-899a-95c6943c6877,propane,low
407,8f2c13c1-c6ff-4ada-9984-272138279300,gasoline,low
408,8db17df5-e48c-4357-8176-8715a1d52405,diesel,large
409,7b5e304a-7719-41f4-aa18-dd60f40280b3,propane,large
410,52a3bbc8-1c07-4b46-bd3a-a3a3ac3e421f,propane,medium
411,5e424abd-2ee0-47d0-8de2-dccd1838a541,gasoline,low
412,b0fa81b7-30d7-49e8-ae99-c6d42be75349,gasoline,low
413,d76e556c-0c23-4227-bd20-2a071d25a259,gasoline,medium
414,24b0b9e5-26da-4db3-91ad-1a674b069df4,gasoline,medium
415,ad34958d-57e7-44ee-ae18-0581fa3a6618,gasoline,medium
416,62cd5f65-9885-4010-8188-bf66b051827e,propane,medium
417,4fa8df30-b6c4-41f5-a34a-b96ed57acc34,gasoline,medium
418,15df91f7-e156-4b00-be13-2ba5897681bd,propane,medium
419,373e5786-f38d-404b-9882-f1f193e0c203,gasoline,low
420,ed7b0cae-64a8-4ad1-9ccc-51e684cfa3b2,gasoline,low
421,9ee3cda2-0ce6-4594-a6ee-4c7794c26480,propane,large
422,b3b21e13-e21e-4841-aa2e-35b91f0612f7,diesel,large
423,47047ca0-0e3d-459d-8388-6cf9270eac87,diesel,large
424,23dac0a8-8baa-4ce2-96f2-f23a7dfd34b2,diesel,medium
425,41d43616-04ce-4946-8bc9-9da103f04902,gasoline,large
426,a98e8e16-6df0-4a4d-8519-7f343736aa07,diesel,large
427,94c0690b-dbb8-41d0-abdf-03a2a105e828,propane,large
428,cfbe1f6c-5619-4b27-8c13-e1df51216b0c,gasoline,low
429,7e91ac58-c64c-42be-81b3-76318f787088,diesel,large
430,14dfcab4-237d-4313-988a-e4f188f689ee,propane,low
431,34398a0d-284e-4ce4-a423-c1ce57304d86,gasoline,low
432,a7b625ff-a2eb-47b4-be42-3a43447425c1,propane,low
433,747c7ec3-f07f-4ba9-a80b-a179155ca8d7,diesel,low
434,a1fe2269-5eed-4a09-adcb-41880cc68a74,propane,low
435,848a7b40-47e5-426b-8d51-2023e34778cc,propane,medium
436,f1594910-b8b1-402b-a091-dd947982f9c1,propane,low
437,1f578e84-1927-4e15-916c-b63113dcd28b,gasoline,medium
438,6b3f22b3-13ab-434f-860d-3a7434a27fe6,gasoline,large
439,75d5d604-1714-4bd2-868e-701337f309bd,propane,medium
440,0ebafdbb-5a33-47ee-b3ca-b3e818912b1e,gasoline,large
441,be59294f-1721-4ad5-b74d-73ee3909776b,gasoline,large
442,f824d1ee-f14b-4142-aa51-d1680caf81b5,diesel,medium
443,28028b4e-28e4-4a5c-a58a-aea03aedd168,gasoline,medium
444,62a21ec1-4781-459b-9266-704267da107b,diesel,medium
445,3c83d0ff-cc77-43e4-8a64-677e23f35c28,diesel,medium
446,78c0d2ad-2620-4fe8-9a4a-080f0f9c60b2,diesel,large
447,a0f45baf-66b8-46ad-88a8-ecbb30c7b4c1,propane,large
448,9db2fe09-d32d-4769-af0b-f1b2a2509551,propane,large
449,e6055593-d2fe-4bf9-91a3-eb1b196854cb,diesel,large
450,7bfdc69b-b264-44d8-bc8b-9ec0d05342d5,diesel,medium
451,bb04adac-fb8a-455c-a5bb-5b02ebee7e3d,diesel,medium
452,2dc6b93c-4105-4b54-93cd-829eee3bceb3,diesel,low
453,29cc47ce-73ca-4afb-ad86-17635aa5325e,propane,large
454,569b3b4a-95ba-4e18-8d21-9c63a0bb1195,gasoline,medium
455,39d3c389-c4e7-43c4-a4de-30d5c99015d7,diesel,medium
456,e02c00d1-135a-4895-bca1-407d4bdf6a18,propane,low
457,b4f4f57c-f0d2-4155-8233-cb68d72c28a2,gasoline,low
458,ccc7ac30-d8cf-40c8-9e44-6cefc4071776,gasoline,medium
459,1a13a5cb-50d1-4b3f-892c-c38a24546902,propane,medium
460,32e7f994-9228-480b-9518-73286868b35e,propane,low
461,3ebe6070-55d3-43b3-9087-fad74c9e84ee,diesel,medium
462,f2314b0e-57ec-4830-9bf5-4fb278f17d8f,diesel,medium
463,0e770a09-421e-4fff-a8a5-d751a5b75029,propane,large
464,bf2b2ab3-8bdb-46ad-b101-f6afeebc3df3,diesel,medium
465,d95bb474-1ee9-4590-be0b-85065d670d34,gasoline,large
466,27111cda-a0c5-4042-a847-92986f40a0e9,diesel,medium
467,99c116d6-810d-4e03-b389-3c698990ce2d,gasoline,medium
468,dd583e68-ff5e-43a2-9b42-def972dcfdaf,gasoline,large
469,d23a63d0-95eb-4146-9495-c32dc2dcbe3a,gasoline,large
470,735bbf41-f38b-4755-878b-a6d45dd6fb41,propane,low
471,0847f9ad-5381-4d67-a37d-0bd02ebbb912,gasoline,large
472,a3f37a3b-0e57-4f21-8aff-0ce518e457cb,gasoline,large
473,652473f2-302d-438e-aca9-b35c8a72772b,propane,large
474,8f8f15f7-3808-45ba-80a1-87a5ce2a0a9f,diesel,low
475,ea534fa4-4bb1-47c7-b200-9b07377970e5,diesel,large
476,bbbca559-767b-4a7a-9048-d5492337b147,gasoline,low
477,a663111c-842c-4a56-be34-d7769acee430,propane,large
478,40cf7691-cb15-4555-88d6-5e56bdf5359c,diesel,medium
479,6379e9a3-b24d-4522-8f08-c3c15d461600,diesel,large
480,0bb4d9f6-d7cc-465f-9ef5-bc971bdfa724,gasoline,large
481,e6b6b3ea-62e2-44a4-a2b5-269c9d120db9,diesel,medium
482,a6b40421-21a2-4317-b91d-1cc15ba71814,diesel,medium
483,fb37db59-a45a-4c61-b217-9a5101ada7a2,gasoline,medium
484,732f6954-43ab-4370-9610-99d6977a2fa1,propane,large
485,eb97e22d-9dc5-4dc7-b64a-30ec0264a2a8,diesel,low
486,5a3dbb40-c880-41e0-b34c-216a66f953c8,diesel,large
487,ef57f8aa-4e82-41dc-b7a3-a4f180286ba9,gasoline,large
488,87757c36-495a-45b0-b0db-c47e63d501dc,propane,large
489,58d6ed46-f7b6-460a-9910-f319d442d0cf,gasoline,medium
490,db2bedf0-6320-45d3-ac10-dabf0212df4d,propane,low
491,0dcde5d8-7cc0-420c-ae5d-c94813b908c6,propane,low
492,38c8d19a-5820-4ca2-a7d7-eb47c208e490,diesel,low
493,81077d58-9f0a-4ba2-8e40-b70268fb49eb,propane,low
494,069a0af1-a039-4721-9db1-6e190a0492d2,gasoline,medium
495,46c31986-7da4-4bc2-ba26-f613cd9e48b6,gasoline,large
496,9efa5aa9-c609-4197-a0b8-6673b848c8aa,propane,low
497,9dd56e8a-211a-41c5-bfff-fdeb6838371f,propane,large
498,726ddae8-39f0-41cd-9e1b-a8c5605324a8,diesel,low
499,6c3d955f-a40a-4223-a7fa-7f634041ba66,diesel,medium
500,9c79aee7-e99d-4edf-9c03-b8c6ef3eeff9,propane,large
501,6751f963-5487-40ec-9e42-5ac97676cd95,propane,large
502,23dd4270-de34-4e3f-81e6-9b3af676d549,gasoline,low
503,6a125315-e298-4683-a3bd-498b0045ef38,diesel,medium
504,9cf2826a-a8e2-4ed2-b992-fe1709daae5f,diesel,medium
505,de23393a-c9e8-4344-9763-f86b2be91680,propane,medium
506,8adc2e6f-565e-4f2b-8bd0-1f792c654d37,diesel,low
507,f8d08ea1-e6a7-4eec-bd71-1eb5d081b72a,gasoline,low
508,fb1d7298-4f98-41b7-9600-18d7c0cc7bd9,propane,low
509,4a68497f-f160-438b-8820-c4132e55ed7a,gasoline,large
510,6b3ef571-c01d-4a61-8662-3032257727ae,gasoline,low
511,e29dd1d2-5915-4c1c-8466-05eaf1e366f1,diesel,large
512,9e1675e1-efff-4afa-abc6-b1315ca0099a,diesel,low
513,a00f03cf-ecb6-4f49-bdb1-46569a594d60,gasoline,medium
514,4bfa3ad5-45cc-4ae6-8fa6-9e3543107f75,diesel,medium
515,77ea4e34-2ca5-4ec2-920a-ddcbbb1cc435,diesel,low
516,413b5e13-23fd-401b-a17f-f2016526ef74,gasoline,large
517,b929fcf1-7c2e-4ada-bcac-9b7e7fd8dc35,gasoline,low
518,b5ef6e71-079f-4c9c-a995-a02371d4817e,diesel,low
519,13aaa4e4-0178-44c6-92b8-326fb25607d3,propane,large
520,f2f3766a-a858-4039-9cda-ec1a8cf0e1be,diesel,medium
521,220efcf3-97cc-43bc-9b60-5aa4649c5a73,propane,large
522,63208fdf-c40e-492f-a921-241e1d3f468d,diesel,medium
523,2b0d368e-91e4-474a-8f87-d08b12076992,diesel,large
524,563b2ab2-a9b3-450a-bfa4-fd960a9aa4a8,diesel,large
525,0f05b512-967f-4854-b3ef-8989d5d0be02,gasoline,large
526,8ee0cac0-3473-4cef-abf9-2a008aa87c4f,gasoline,low
527,009a6638-5b4e-45d4-9fc1-6711d807018b,diesel,medium
528,fab59aa5-dde0-45c0-8fab-d0de5865785c,diesel,large
529,506c5d29-32e8-4493-8550-381e871d1ebd,diesel,medium
530,539010fd-e06b-4ebf-9bd9-86fc5707c3a7,propane,low
531,5e184960-c6bd-423e-b3a5-1f05d22b1336,diesel,large
532,b7fc5bb3-3e12-46c0-a1ef-11b55aef7587,gasoline,large
533,d9dc1fda-dccd-4408-8ce0-57283eadab08,diesel,low
534,e2b9eea1-1be9-4b8f-a90a-edcdcbcbe456,gasoline,low
535,4beac8f5-48ae-42e4-bba4-512e740d9f5a,propane,medium
536,99558de2-ad12-4411-9b5f-386834ac9260,gasoline,low
537,416d6c6c-01c5-4299-9f95-c79d4f4980c3,propane,large
538,39ff97ed-c796-4897-bca5-8111e13bc2a5,diesel,large
539,3a2e2768-6c1e-4a7e-be44-e32d2e5eb92d,diesel,low
540,e3a6f226-c066-48df-98ca-cb4bbc7f1562,gasoline,medium
541,2464d822-9892-4359-b84e-3a11e4524375,propane,low
542,6e986af8-d73d-4e1b-8d5a-5f6e82637117,propane,large
543,733cfc0d-1077-4cf1-95da-075373766edf,diesel,medium
544,dba7d0eb-a65a-4304-841a-9c0886a3f40e,propane,low
545,029abb4b-67b6-45ac-a8e3-e23df130323f,propane,large
546,cad59d8b-bd50-4ac4-9669-8b2252fe8815,diesel,low
547,32142ac4-ad49-4d4d-a2a4-d2fcf893f61c,diesel,low
548,645f6ca3-0d7b-4aff-bc9b-dcfb1dfa91d0,diesel,large
549,e2cf4f62-abc7-4969-884f-c151a88ea429,diesel,large
550,9318a5c9-3542-49c0-b685-14befd3aca93,gasoline,medium
551,051020ac-4a93-42f6-9d93-8bb93ada7d5c,diesel,large
552,22ee9f70-0385-4cb9-b63e-4041d2f17017,gasoline,large
553,a6f321f1-3c2d-40a8-b1a8-d494df9f8bf5,diesel,low
554,ed8bad62-2fcc-4365-89ff-993e8cfff254,gasoline,large
555,f2fc30b3-79fc-4136-ac9d-0ceeff9a87a9,gasoline,medium
556,c1dd8c04-3de1-4095-8efb-8b63cb85b64c,gasoline,low
557,8c136d5b-7cc6-4878-a345-136b44bcb95d,propane,low
558,847f50d8-2800-4eef-8747-3e9f21f6f54e,gasoline,medium
559,6eb9b7ee-7a8d-41a7-afb7-ffe61234cd37,gasoline,low
560,2e0b746c-2820-4991-b325-bd206915ce72,diesel,large
561,cf356951-a40b-48f4-a74f-819871f52aff,gasoline,medium
562,0a122be5-bca9-4101-92fe-96558c553c99,diesel,large
563,36484890-0a49-431f-83a0-2d30225fc5c0,gasoline,medium
564,dee889f8-ac75-4ef7-a39c-d2339c693436,propane,large
565,1b18ef74-20e6-439a-b789-e40ae9a878c1,gasoline,low
566,5fb75d84-a6da-4874-a4f9-03655f069d39,propane,large
567,50e6bb44-6e34-4a18-a2fe-25ddd25c02ba,gasoline,medium
568,3e8a9d97-1bdc-447e-9e9b-5fbc156f6427,propane,low
569,c524c2db-463f-488a-b891-294c36330af0,gasoline,low
570,3d17d59b-a043-4a07-ba03-fc2703380d97,diesel,medium
571,5f087d62-bfe1-4cb0-92b0-71cc8d2822c1,diesel,low
572,5b75c24d-f488-46f9-bea6-53081735c3fb,diesel,large
573,7eb4776c-e08d-4c01-a4b3-3b1893291556,diesel,low
574,6fff244e-ce4c-4743-8ebc-0cab9e78a799,propane,low
575,f863462c-16c2-4a16-b271-ac2ea814ff6a,gasoline,medium
576,180db59e-f20b-4279-9c2d-d29c7b00b27f,diesel,large
577,13e5a07f-3859-4b40-94d9-b0f3d7600768,diesel,low
578,316a40fd-2450-4c9a-b986-7af081fb9a0e,propane,low
579,dfc7ce4e-36ac-4e21-b19f-038d5cfe60ac,propane,medium
580,88921b56-55c9-4a71-8bdd-73aad530d4eb,diesel,large
581,1500e7fe-d0c8-4745-be79-5902b0bdf24a,gasoline,large
582,326fde87-2602-4105-a32e-eb141375f0de,propane,medium
583,efabd9e7-3ae0-4b14-a29a-d993c081f267,propane,low
584,d78456a4-0fcb-4e7a-a166-0cb4d8a24b67,diesel,low
585,6df1e51c-b940-4ab6-a40a-d874623a3212,propane,low
586,fa021631-491c-4be0-8414-65690bf6f696,gasoline,medium
587,a028a06e-3550-439e-931b-8a8bf0893b34,propane,medium
588,1ea80ff2-eba7-4888-afbc-cac97ddb39e1,diesel,medium
589,dea75651-5c06-46aa-86ed-c840156854a8,gasoline,medium
590,be1ac78e-6d45-4e3d-94c9-2c700a06973c,propane,medium
591,abf3c14e-f46c-402f-98ac-3cbbdcd9b605,gasoline,large
592,eefee71b-a45c-460c-9b4b-567640a9d488,diesel,low
593,1cf1ac04-7287-4b47-a833-1cfee291aff1,diesel,large
594,73e016ff-3350-42f4-bef8-c39660c9e814,diesel,medium
595,518e6b7d-7040-41ce-aa5d-53836c5e5610,gasoline,large
596,7cdd80e1-6fe4-4def-8648-4a185aa7fc69,diesel,medium
597,65dc8309-97ce-4c10-8bcd-ed7ed269d34c,diesel,low
598,7b947d6a-97fc-4a4c-8bcc-1465500555db,gasoline,large
599,d9b19e6d-0bfb-4f6a-b026-2a7fac691810,propane,large
600,9d25da74-f9e6-412d-871b-d0c86c3b9900,gasoline,medium
601,ce790364-8638-45d0-a47b-1e69722c3991,diesel,medium
602,995a629a-3a3a-4f84-ae2d-155c8e80e74c,propane,large
603,1fb50b4d-7795-428f-b1da-4539409ca1f2,propane,medium
604,2571af85-7d0d-4e3b-935b-60859012b24a,diesel,low
605,a8b5fc03-1588-4bc3-8545-4b97b7240966,gasoline,medium
606,da8e3b2a-a233-479f-82bd-8b6fdcbc2436,propane,low
607,d2711a96-debc-49e7-b814-d73ef1981637,diesel,medium
608,be040fc7-1143-4902-b585-3f4086a6e13f,propane,medium
609,822c17ea-60a4-40a0-b1bb-46dde91b9551,gasoline,medium
610,2c3896df-ea83-4134-9bf9-3a674d41b235,gasoline,large
611,fb484192-455a-4802-98f6-d2b7f9c6c404,propane,large
612,7d2ec963-0657-4b50-8158-5047d21715af,diesel,low
613,7d3c7494-ba26-4d8a-ae1e-3603a9388c21,diesel,large
614,64c0c5a6-b101-4873-a090-3e37fe2fa046,diesel,low
615,1ca6fea5-921e-4a69-ae75-70f9e2a42093,propane,low
616,97e8183f-dd57-421c-ade5-255e50dd0b91,propane,low
617,b39776f4-ec56-45f3-a2c3-efca763ad799,gasoline,low
618,7fadf032-ca35-49a2-8a56-6b1ce7d1bf5a,gasoline,large
619,6bb644eb-add1-4122-a6d7-ee00a22c553e,gasoline,medium
620,4f839fae-7827-4de0-9115-f0fc0d7ac4ba,diesel,low
621,6a1fddd7-bb2b-43da-a4c1-267b064f3f75,gasoline,medium
622,727b52c4-6ebf-45bc-8727-3d1d14377017,gasoline,medium
623,366bea23-30a8-4407-870f-e27d17ad51ea,diesel,large
624,a592c13f-970e-4431-934f-cb1de4e76f44,diesel,medium
625,62920ac0-69a4-4b08-bd0a-163a27a6dd28,propane,low
626,4e7642b5-2b88-4afd-adf9-542a54858cfa,diesel,low
627,56f90639-4bdd-4fdb-b2a1-b3463451240b,propane,medium
628,ec417c58-9824-4dc1-84b7-f412f7ce82a7,propane,low
629,3e3da9c3-aa4c-47a9-b117-81a61692165a,propane,medium
630,533543c9-0c60-4d27-a9da-1c1157b0d6bb,gasoline,medium
631,677d8940-ba9b-4d4f-9898-ac5dd5805e68,propane,medium
632,6b318ba5-4704-4742-8c02-81070534497f,diesel,low
633,cb87ad81-cd8e-47bd-8ae3-039cc379487b,propane,low
634,acbac56f-c85b-4378-b959-632ae6667817,gasoline,medium
635,6d99a340-5a51-405e-ad72-eec96c5e0f20,diesel,large
636,d5200030-1633-42f7-bdc6-e520bb539f38,gasoline,medium
637,b548fe25-3749-4bc1-a1b7-c1ac95abed71,propane,medium
638,0f1bdd7b-52f2-4f71-9c77-8d14e92c6946,diesel,large
639,55ef8ad9-a5cd-4814-ab37-bb165554aa16,propane,large
640,ff1ae557-81ab-47f0-8dad-c936b5bff22b,gasoline,large
641,5d86ba02-1ac8-4822-b280-fa6c2c85e843,diesel,large
642,efa761a9-f8a9-4e9a-880f-b80ebec7b66a,gasoline,low
643,f87eeb96-ebba-47ab-aaae-ea3b7fcf44f1,gasoline,large
644,fe52912e-4277-4a19-881b-d6ea54f9a7d0,diesel,large
645,470c51eb-f08f-49fa-98b2-479c6147aa04,diesel,medium
646,0bc5c825-9265-4c9c-a240-fc93e331b0bf,diesel,medium
647,0ead61f7-5251-436c-a975-527ae6349116,propane,large
648,354a7b06-6895-4210-9348-cb34552bc1e5,gasoline,large
649,8ff3cdd2-a343-49d7-8f6e-621ba863cc24,diesel,large
650,1b8ade8a-ff22-4415-982e-25fd3babb85c,propane,medium
651,b842c658-20eb-4c94-a5fd-ba3a49f8f5a8,gasoline,low
652,22294d0d-ef81-4422-9efe-0888f10dc2ec,propane,low
653,9652d07f-309c-4c4f-812c-c1e41a4e73f4,propane,low
654,883548a7-6249-482c-9713-d1705becfecf,gasoline,large
655,2a46a96d-aa2d-49a5-a556-7cff7b0ca2a2,diesel,medium
656,b53925fd-d72f-4acc-8f9a-93cef3b965fc,diesel,medium
657,3bb326ab-b564-401e-81da-2d17ecccb213,propane,medium
658,872bc134-8c01-41c6-9fa3-37978ae72094,diesel,large
659,849f4de4-09d1-41dd-a34a-54550f6e126a,gasoline,large
660,e9911001-2fc4-4dde-9d11-cb7b7d0db7e8,diesel,medium
661,06d3b789-3564-484f-b7bf-00b6ab8a3fe7,gasoline,medium
662,69cfafc0-d75f-4cc1-893b-05de8cc26718,diesel,large
663,60197cff-eeba-4f13-9b51-fb47e770b875,propane,medium
664,620cd9bd-af57-44c1-9073-51ae971b7e86,diesel,large
665,e8ae8976-4cad-4b06-9a94-109e9aaf326b,propane,large
666,be5efa2d-755b-4216-bc26-f42be6e62074,diesel,medium
667,874d8963-2e0e-491a-b449-c5de563cd41e,diesel,medium
668,bb309e28-f370-4472-863f-06c4861c0d98,propane,low
669,491be44a-d5a4-4515-b8ef-8cee93b497a0,gasoline,medium
670,42cbc7e4-0ffa-4d88-bac0-adbd6fe6a235,diesel,large
671,42408790-a970-48d0-bea8-8867fc28df8a,propane,low
672,092214fd-45c0-4bf6-941a-ce4f19bbc4e0,gasoline,low
673,024e5646-ac4c-4be7-94c2-c2292c792e3d,gasoline,low
674,c84c8659-c903-4986-b376-2381b9b5e6d5,propane,medium
675,4f90eb81-fc95-4ebd-aaeb-cd5fcb537dca,propane,low
676,d2246137-5988-42d5-b857-f846bde2e64f,gasoline,low
677,ea707a19-6675-4f94-bf90-b5c83d087f47,gasoline,large
678,974579b9-2351-423b-ac3c-e1c18d80e33d,gasoline,large
679,89fbb238-63c1-4de1-aa55-5b0381b750f0,propane,low
680,f5a773f1-3fc0-427a-8f54-32296f47c005,propane,medium
681,518528c1-89fd-4862-a6a1-0a76d80093a7,diesel,medium
682,64a5e252-17d6-416e-983e-75d7a3483098,gasoline,low
683,c4ae8c20-a3c9-4516-9152-d555961021b1,propane,large
684,0ee5c078-8e0d-4901-bcef-64bbda445e62,gasoline,large
685,0f7c3637-75e7-4007-a9ec-43f39755070c,gasoline,low
686,3be59dc6-67ef-432e-84a4-4a88338bdfd4,gasoline,low
687,cc131f6c-b529-4aeb-96c7-8a4b449804c2,gasoline,medium
688,b3fad99e-0183-468f-a8dc-2a1545325f16,gasoline,large
689,03d7030f-e63e-436f-a3f6-473194e3a964,gasoline,large
690,777abbcb-1b95-437b-8c6d-8d6a1bfdc6d5,gasoline,large
691,98248ed4-8def-4d7d-b2ae-8cb6b1d0a0f5,propane,medium
692,ecb2a454-2c42-4710-873a-776eebc74109,diesel,medium
693,27046449-15b0-4909-8870-baf405a5d082,propane,large
694,eb8758f1-ef7f-49a6-8c4c-00212437b3ee,propane,large
695,f87f1c50-52ba-40bf-8e4a-4ca67c8c4d1c,propane,low
696,bb9bae2d-cd5b-4da4-b140-6bc53d82dbec,propane,medium
697,1bfa2d9e-f281-49cb-a344-8428e27e45da,propane,medium
698,bdb3c0af-5eab-467f-aeeb-1db92fc55764,diesel,low
699,c49710c2-3220-4ee4-b23d-5aa7033b3033,gasoline,low
700,6c72c350-97c9-4fd0-8a5c-b4a7cf5438f7,diesel,large
701,60d83c1e-2e9a-4061-a42d-0be6f9326b9e,diesel,large
702,c38ba91b-5762-4caf-af63-ad42404e6a17,propane,large
703,47e41767-3da8-41d7-9df9-2463671b9102,propane,medium
704,ec788ac7-6e4f-455e-9b19-53b6fa5f01f1,propane,large
705,caeecdaf-5c6d-44d1-9964-4710ade4cd76,propane,low
706,839e12a4-77ca-4879-8758-8bd5d2d882c3,diesel,medium
707,a1f6c21b-864a-46dd-a63c-cacc04222768,gasoline,low
708,d5938ab9-fa28-4451-9fc1-22ab27675bab,propane,low
709,8a7f2c82-40ab-47cf-af53-7cab45b70908,gasoline,low
710,db2173a5-ef78-4a78-b7d5-03c8d14e68cd,diesel,low
711,cebaf347-8b43-4e1f-8fd9-f6c39dca000f,gasoline,large
712,130e55b6-e9f4-45ed-9bc6-6637d787fbbe,propane,medium
713,d04d039a-7f12-4637-b1dc-465a4569b9b1,diesel,low
714,59b82bec-c8e5-4b3e-a9ee-5452811790a4,propane,large
715,2aeaeef9-3dc4-4449-93c6-868763b98d82,gasoline,large
716,72b602f9-ebb5-42f1-9f17-90d3df6cab66,diesel,low
717,dfc6107c-f3e5-46fb-8781-61f6653b20f4,gasoline,large
718,df7dd58b-d2cc-4ed5-ad55-4aef6182df19,propane,medium
719,cd81f0e3-5950-480d-a90a-fb14db4d9f5d,gasoline,low
720,3496b620-2b6e-44d3-905e-9959e17769ac,gasoline,low
721,2c0aae50-b129-477c-a521-ba892a35cd58,diesel,medium
722,badcc1e1-1a5e-47e6-98b9-88b196aa89a7,gasoline,large
723,cdff5dad-a42e-4400-b1c5-d90b90089c5d,diesel,large
724,d5bd74f0-ac6b-4548-ba9d-d4281ee7c4b7,gasoline,large
725,9b8bde9a-0aa9-4349-a3a2-a95aaa40b369,propane,low
726,57ff0da5-89ab-4c01-a0a5-822f9b58c0b8,gasoline,large
727,9ae2bf44-c790-465c-9ac1-86db0d43daaf,propane,large
728,0eb29f4a-c126-4435-ac75-262c4aaf717c,diesel,large
729,3ecc8c76-b6d6-4dfb-8ee9-b55b3298bed9,propane,low
730,26d4e339-f5e6-44d0-a5b9-012725f0ebc3,propane,medium
731,405452b9-574f-4aa4-8e6c-6860e7485a13,propane,large
732,41061b3f-1173-4a14-b44a-6567e64cd5f1,diesel,medium
733,2335de59-84af-474e-a0cb-32ebbe6d7403,gasoline,low
734,f1357e66-9bee-402c-8cc1-51259c0844de,diesel,low
735,5197643f-f447-4af4-bf71-40ddb200032f,diesel,low
736,3ff83ee7-65b7-422f-a70f-84b5faa5e37b,propane,medium
737,04a46a64-0afa-462d-a499-4549e2e5633d,propane,medium
738,fe3f4ff6-a4a3-4582-81db-3a5d44b0fd38,propane,large
739,b8a3780b-94ff-4c28-93bd-8506e0179abe,diesel,medium
740,fa18ba97-8736-44c1-bcd7-2fa5a69747cd,diesel,medium
741,6eb8fdb9-ea72-4a68-8d32-a7318a27e856,diesel,large
742,548bf0d1-5257-4efe-bc88-49ea7014cfac,gasoline,low
743,6c58760c-86e6-416e-9619-f22ad941774d,propane,medium
744,7aa2d9e1-0a69-4bbf-ad3d-4ebb0dd7fc41,propane,large
745,4415c519-423f-4965-aced-3cabc312881c,diesel,low
746,acfb3377-a668-4fb5-9a19-a640d81c656c,gasoline,low
747,65d7dfb9-9790-4377-b968-eeb301c0ea90,propane,large
748,c039b6cb-fc40-4fec-8aaf-7a99e85fea54,propane,medium
749,6f828995-8667-418d-ab3c-786e653840cf,propane,medium
750,44f3be7a-e6d8-46ed-858b-ef387bd28e72,diesel,large
751,206120e1-3b58-4f27-9463-1b12570bf6cd,diesel,low
752,5166061e-926b-4a64-b589-100fe73074e6,propane,large
753,40871346-24f9-429a-b86c-59ebaa13a52f,gasoline,medium
754,68a3462f-6e8d-4425-a41f-1b04418081b4,propane,large
755,b820f98c-1acc-44a7-9def-5417c9fcad9d,gasoline,medium
756,7f378060-cb44-4655-89f8-cf544a7dfd62,gasoline,medium
757,57629b0b-3164-4bf9-b0ed-fec60d2fb802,gasoline,medium
758,8c56440a-c40e-49e8-9959-a8db8a5e0c01,propane,medium
759,6a5b8d2c-cc3c-47e2-8233-5e8d97e97f23,diesel,large
760,ca9a7c17-4710-45a6-940e-a58e7ac5258d,propane,low
761,fb7311a2-86f8-464d-a16f-06cb6552415e,gasoline,large
762,88cc3608-3d22-413f-aa30-aec4d8501cf9,gasoline,low
763,dc31956d-4249-48b8-abdb-13bc85d5630c,propane,large
764,aa5e7846-86c0-4b63-8c1f-22dd32be7e74,diesel,large
765,58a8c2ff-4e8e-4613-b2a9-aab4a8b776e6,gasoline,low
766,d5ebf358-46ce-4bea-aca9-daa19c7d77eb,propane,large
767,a28324ef-5ebc-4061-a641-406bffaff994,propane,large
768,0f3030f5-9a0b-4ca0-be14-0e986e36614b,propane,low
769,48e23589-9925-406f-bc7b-7d82cc985ab8,diesel,medium
770,1b109c4f-1eec-4469-b0c1-1610d804e368,propane,large
771,75df71aa-ffdc-49a3-b557-c695c9012c9a,propane,medium
772,087ecdbd-015a-49c0-8aff-39662a014639,gasoline,low
773,c0c54388-f61b-4558-974f-0589f321c73d,gasoline,large
774,133e07b4-5484-44b2-b1a5-db4ddbd80ded,propane,medium
775,3f3c7391-4e72-4d21-956a-55f8c8371ffa,gasoline,large
776,83798377-ef32-4a3c-b0b4-cb507c0cca04,diesel,low
777,652eaef4-14a2-48c8-a008-f320f0d077c7,propane,large
778,7a892ad6-5bb8-40f1-9715-30a7ce7ea38a,gasoline,large
779,10da6f22-7788-42b2-b790-cfba631dee5e,diesel,low
780,07ba057c-7b07-4f20-9ef2-8adcd30ec738,diesel,medium
781,d1e12c82-2a63-44da-81d5-c8ce2f5b316e,gasoline,low
782,a0b3d345-56e6-4a09-87fd-cd8e32070bd4,propane,medium
783,6761ec6e-0b67-44f6-9d7d-e12eb54d0524,diesel,large
784,2027d74d-826a-4b8d-ad9d-5c03b230c432,gasoline,medium
785,8a7ba685-bc84-460e-8627-7622306cd1f8,gasoline,low
