contract_line_number,contract_number,product,quantity
7e02a315-9598-4463-8057-09f75dc1ce3e,4a181584-8ff6-43da-91bd-146ccb436076,diesel-medium,1
cef078d3-3f0e-47f2-875a-bc80ffbc6a50,dc84ecfe-6a7a-4282-81f1-84773ed96baf,gasoline-medium,1
8ecf6b7f-39c5-423e-8f11-e153ab2ac5d4,6338d5b1-9eff-4439-aae0-5f47de6bd754,propane-large,1
56b29029-f1de-42cb-a437-a76f1f06b9d5,469de144-fe2e-4c50-91a8-fd95ae227d31,propane-large,1
5fc68eee-58e2-4a0e-b2ab-fe83d3469d94,056d0129-e664-48da-8e20-3f60f7f942ca,gasoline-low,1
3f94b69e-1ae7-41fd-8540-55d0f9152da4,f9a7c943-0097-4903-9668-ca4cccb9ec29,propane-low,1
76c636f1-f27e-4a4f-a605-dd79b6e1d692,3f5b39a3-f67c-4fef-a8c2-ad80235b631f,diesel-medium,1
a07bdefe-bdcb-4343-8b1c-9aa7f9e71b66,cbe49550-e330-41ad-9184-b80f82e2f5fa,propane-large,1
18bca1d8-f999-42eb-8807-352891632482,c57de09e-2dfb-4db0-9888-91b783dba2c2,propane-medium,1
602afb96-e400-4c36-b5df-e00b98c3971d,ca2b85ea-fc67-4117-814c-62cfd5538660,gasoline-medium,1
d01131c2-ab29-4af5-91b2-a093ae839f4d,d8b8a265-7fe7-449d-8b88-c7d9da0f5232,propane-low,1
f0dd2c82-b085-44fc-9786-cf25b6bfa30e,abe54f5f-fcf2-4f6e-bfb6-0301d145127f,propane-low,1
31ea0ff3-bd79-4d6c-a6a9-8c3ba14d6c6c,f66ef3f3-b4e3-4c81-b46b-a298a370a92f,propane-medium,1
9a10bd76-1074-4f16-afba-627c3834c754,ad6129e8-4b24-46ae-a3d6-db8a994c955e,propane-large,1
de1e5ef6-7692-4e6e-9ca0-f83652abc45f,c38b54da-fda2-4171-9d54-41187e911e7e,diesel-medium,1
61aea3c2-e603-44ce-af8e-c922926f30ef,53784da2-b531-40cb-947b-d14e1b63df26,diesel-large,1
da50edd0-880f-43d4-99b7-3cf68fe10b02,f4c70010-6833-4850-87ae-c94eea0af047,gasoline-low,1
9deaec8a-4ccd-4216-8ff4-326c1a324549,b70db332-6ca8-4793-8e8e-e1a3c9ba68d1,propane-medium,1
3710fd52-078f-43d3-a46f-774d9b8e4e5f,712193b1-273b-46bc-a4d0-198e8205f313,gasoline-medium,1
a7a3bf51-8444-4232-9c18-5861f10c90fa,cdf46713-fc5b-4d36-bbfb-6f68806e2a65,diesel-low,1
e33f68e5-3f87-4aee-9d21-33fae489f183,b6b9bf5d-1b1a-468f-8ada-cc61cbac7939,propane-low,1
fd3411c0-5eaa-4595-a2f1-4e28af83d337,5f780827-0029-4964-a9d7-71f99837a4f6,propane-medium,1
4ce17d4f-3585-4793-b857-4cabb76abf14,ff7ac878-4540-40b9-8aec-191e85835d68,gasoline-large,1
55334285-ec0f-4acb-892c-4bc7173b7385,ba974232-14c7-483f-9e09-8164c5685746,propane-medium,1
906fffdc-144a-4d95-b8f2-3c4db69a91a8,8d261c31-e8e2-4a56-8de5-b27dc39e5e6b,propane-low,1
0f8802ed-7ff7-4a71-91ac-bf8ee559b37b,9c52be5b-2969-42c3-8a4e-57cb0e0f6954,propane-medium,1
60669d8a-8967-4afc-bce9-46f14fb6bd3b,22d821a2-2468-450f-b3f5-b1108c630902,diesel-medium,1
220f4ab8-b163-4170-b203-3a0845763957,a5037851-c17c-4027-ac56-e68999fa620f,diesel-low,1
1c885bc5-a758-4339-929c-abc60c6d0be1,0ba6b88b-8508-4002-8aa4-03c1e4a7eae2,gasoline-large,1
cd867342-c738-4764-b5de-42200e15b6dc,38d5e5df-e1f3-4209-a3d2-873c0a3148fe,diesel-low,1
0b6f82c2-fc7d-4420-8646-c55eb8caad02,e4565779-5b3b-4cbb-abcf-c86b6c184bd7,propane-medium,1
ed3a31ef-9a77-4aef-8243-a2414e577d4c,5ca60cfb-b4ac-4a0a-8be5-83acfe33b35c,diesel-medium,1
ef68edcf-9f59-4949-afce-b1ff4803e1f0,c93e0427-8c1c-4b57-8b69-bfd08780bf47,propane-low,1
2aae212f-b99f-4682-aa20-4e8256d47e95,a1ac40ae-6970-4ff4-b760-8513a4efd9f2,gasoline-medium,1
8e1113bc-cd2e-4321-ab6c-c1f9cb64cf51,bc1de332-060c-4079-af24-7dab2bfac8c6,propane-low,1
ef9ebe88-5839-4680-beff-163445a9ec37,7568ed4d-e0ea-4e3d-8480-b8b2238d18fa,gasoline-medium,1
fcadb56a-45ef-4453-9343-3a3da07a6e60,ccea6532-bf96-497c-ba6e-5f331f8939cf,gasoline-low,1
f9b92eda-b14b-4a31-8607-55b61a34f9cc,eef6a7dc-c0f0-4d10-aebd-b20b312aa81a,gasoline-medium,1
4b960e19-5154-4d61-8266-1a447ab50e4d,6bf231ea-54c3-44de-b786-b33c462843fa,propane-low,1
7c932bfd-5b12-4bed-8701-be4b9068ac3b,b8956cee-f4ca-4f00-802d-84a3e6eb64f3,diesel-medium,1
78cdbf9c-d0ed-431f-accc-6250ffe71db8,90fe441c-1eaf-41cb-a933-c25dbec8ac73,propane-medium,1
7580b060-3035-4bd3-b3f9-90b075584ebb,564a2d80-8f93-4384-ae07-57a87274f059,propane-low,1
f9cdbfe6-925c-4504-abd7-676b7d15c31d,85d0bd16-48da-42a6-90d7-c18a5089e0ca,gasoline-medium,1
3a0cab58-3c12-4077-aa8b-b69199227945,786bb311-be9c-489f-af6b-01c353f9a5db,diesel-large,1
063510da-4662-48fe-bd3f-f11ad888bd83,42040083-e6e3-4fe9-bc26-f73f81ccdf4b,gasoline-medium,1
5a7ab043-74c8-4a79-a32c-4ddcfc340aba,6cdca9cc-08cd-43d2-9f79-548695c733ad,diesel-low,1
6a72783a-91b0-421c-b225-c65faab5bfd8,d8547bee-f1ba-4f8c-a76e-e018112d19a9,propane-medium,1
fcdc789f-4383-41db-8c18-352903c73573,70957976-27e0-427b-9d60-4b349dde0b2c,gasoline-large,1
759cb31c-8498-42ca-b5cb-55749a07c3de,5b2c76b5-69da-4c2b-9551-fd99bb28b028,gasoline-low,1
c8de1915-95f2-4dd6-977a-3beddecc8b62,8c141917-5f98-4104-a252-aae3b23090c1,gasoline-medium,1
cb2a25b6-9eab-468f-a306-a588c44b79aa,bac1d043-86be-4883-899d-3100577aaaff,gasoline-low,1
27ccb63e-81c6-4ba0-ad12-1ef979efede7,5dd41cd8-8b98-41a2-a1c9-f924869656d4,gasoline-medium,1
80ce7afc-f0c7-4f4c-8ff7-993ae8613528,548e966b-23c9-491d-bf1f-139504a8814b,diesel-large,1
071c4625-1f26-4761-8ff9-d65134d45572,d3a37ef1-fd4d-44bd-9df4-b66af8d4b522,diesel-large,1
e0b77baa-36ea-4021-bda3-cc536c0743c0,7f9a5895-0458-4a64-92da-eb2f91cd944c,diesel-low,1
7dce4bbb-79d6-4b8d-80ca-92779eddf47d,54104cd3-0df3-49e5-829c-a1fcdf837892,diesel-medium,1
f5c24857-a9a8-4eba-a745-6901ece53622,3193e315-f924-49e5-b028-fb44fa7ae61a,propane-medium,1
cf257b7e-d82c-4a85-9f67-4443681a38c5,304d55cc-ad37-459b-be62-86392e0ed3f3,propane-medium,1
5d20415c-53e1-4043-a044-ccc95b3f104d,f6e46e3f-93c0-4e82-a601-ebaa6e93cbdc,propane-medium,1
c1e45028-4649-4644-9144-90176708f949,8cfb5e53-4d7a-4ad6-b041-b002be5f522f,diesel-medium,1
67c1c09a-d031-4269-a2d9-547c31e77b2e,1de02cc3-9507-4052-9989-757771248dc7,propane-low,1
05fc6b1f-aeb6-447b-baea-6a9cec8bb004,0c1a89f7-ff14-4e65-8817-0bd6bd6ff2c3,gasoline-medium,1
e966f77c-21c9-423c-876e-dee989290724,47b27306-26c7-451c-b9f0-4baa8f7c73d9,gasoline-large,1
47d061a8-4394-456d-ad91-c0c152723fa1,1fb8ccd6-5f6e-47e6-9c01-84f0e9acfe3c,diesel-medium,1
4bf1b1ba-5362-4a1c-866a-2e736f863ced,d3058555-1b41-4135-b546-f76548908795,diesel-medium,1
7416b4b9-b921-4a02-a620-579b1f223c92,3309d4fb-0b52-4bb6-8f66-f19b546dd9fc,propane-low,1
b6332c62-9ca5-4d2b-a97a-f31c3363fde4,e6a6f0a6-dc5e-433f-a992-f3d7a79782fe,propane-medium,1
4e6baedb-415f-438e-954e-bd9f11e45826,b4e59e16-149a-40f8-9946-173038417df5,gasoline-low,1
c09a2cf7-eeb8-4c04-abf5-b17fdb06834a,19296643-ee6f-41c3-a830-98c4dfe2b57d,diesel-medium,1
91934aee-5da9-4cf6-9151-faa2e28e33ed,f8bcc587-804c-4870-8110-e58d9540551d,propane-low,1
cccb0381-cf1f-4958-90e2-6f2b0121048b,ddfaf69b-02f9-435c-8414-39d6abe276a9,propane-large,1
5d1a64ae-0db0-4065-a286-32fe48abc712,00e88968-85ad-44cf-b636-2f9cfa5514e1,gasoline-large,1
57fc4f07-6f97-4a97-be6b-df98c934e99a,da29af3e-d693-43df-aea6-137dc4f90426,diesel-medium,1
fb033fa5-9ca7-4262-b94f-bf6e5312a0dc,77f87e83-887e-4d15-bda8-10c499faa10e,propane-large,1
12b9dd8d-1c5c-4867-aa6f-e36741437a0c,f08650dc-e57e-4061-a4ce-6dcb3c9e8811,diesel-low,1
b0f0c151-3cf1-4d42-9cef-9a47b07d7e0f,2cb99e8e-3fa1-4348-9377-9184d84e5717,gasoline-large,1
da47b4e4-203b-4206-b934-e5227a4e8990,c39fcd7d-66a4-4ddd-91a0-1bc0519a0bbf,gasoline-low,1
aa851281-3094-4cc5-9ecf-ceff64dd2fed,3a44ff39-0009-4ea9-894a-d40452c7bd35,propane-large,1
4957ca8e-4433-4bad-8080-9c46278d1cc2,358cbc38-794c-40cb-99e7-017410306ac3,propane-large,1
6c7611c0-9a57-42ac-bbed-c38c3a16e6e2,93fc8595-9382-4839-b75a-7a75f03ff479,propane-large,1
a4728674-f66a-4c90-b279-2c5eaed390c9,a37cbe8e-03da-4f9f-b97a-3ff6e07034a2,propane-low,1
e368367b-c2cd-43e1-9525-2e622c8488b6,91d76158-e811-44eb-b18c-2372e2b9a190,gasoline-low,1
30c7b7e5-eef0-4629-9026-ef2c12da60cd,3132b039-35c4-4fb0-aa01-153c9f8ad97c,diesel-large,1
f2758ded-3ab4-4d56-908c-05dc5c1d373c,2eb1fb62-8638-4bea-9009-62d3447e20c5,diesel-medium,1
fbec5a2d-fd2d-4a8f-9684-8445b5cd12e9,b66de71c-eec8-4a09-b377-5f3634335a1f,gasoline-low,1
ea93a446-9bc9-4fca-9889-98301f14ccad,e8fc469b-69c9-4be0-b486-856dc09a9032,diesel-low,1
1acd557c-ff60-4111-8999-5dfa813150eb,c5af9d87-df89-4253-8b56-0846b72941b9,propane-medium,1
22c51cb9-ee58-4db2-9656-ab7802794596,874eedf6-210c-4185-8b6c-29412a2d9d30,propane-medium,1
5c3a6109-ab35-4e14-b286-2137a9875d21,01258557-7ba4-474d-8f38-7724a972cffd,gasoline-large,1
38f2fbbc-59ec-401a-a253-97b2f788162a,aa85caf7-1c26-4344-b344-4ce87f84fd0b,diesel-medium,1
4f8564a2-0724-4409-8c6a-dbdadd183021,01bcb3ba-55a2-4850-b974-bf36fe06acd5,propane-low,1
9f9a8747-62ae-4699-b517-fc5873f24718,74cd9aca-47b8-4fd4-a1e7-63b7ece4bd11,diesel-medium,1
e147e428-1e1c-4f42-9fc7-7d396670162c,359fa0f1-055c-4d46-808c-4a20e8fcf59f,propane-low,1
544ff7aa-2010-4b1d-8473-a50655684800,54b1e69d-6382-413f-999d-d619347893cc,propane-low,1
6d677611-42b3-44c2-9ff1-c01c82085041,6b5bcf5b-e0f6-4514-8e97-45661da4670a,propane-low,1
ac971e6e-690b-4320-8071-5c6e38f34a83,762ea86c-6196-46a5-84bb-613a0bf07e71,diesel-large,1
5f2eee91-83ca-42bc-82f4-87b411fc39f2,04fdbc48-ec2b-4abc-9e76-3590993ba1ba,gasoline-low,1
b79fe745-39c5-486e-9ce2-8535ded34e38,eed49d19-3418-4324-832b-041ffb6bf270,propane-low,1
322e55d4-a076-4d5a-833e-ca23f9ba18e0,f2d4f6fe-76a5-4f18-a888-0329ae02820f,propane-low,1
09057167-c4e3-4d2f-81c7-1281d414a2c1,ef0f2721-abf7-48af-b1c0-9aac29b43c1c,gasoline-large,1
67d03ab8-066c-4c19-a06d-e7a494bef985,1e464659-45ba-476b-8552-5a8174c0d24f,diesel-medium,1
0be8a7bb-c7de-431c-9458-aaffc025e82d,1bb2dcd0-49e0-42b3-a0c2-9c07922d48b9,gasoline-medium,1
1ce0d872-0ce4-4a35-b34d-3ad5b28f77d2,432812a3-cf24-4fe7-98c8-fb272acbd785,propane-low,1
3ce28116-84c9-427e-8817-bc71f1a7c201,193c6a01-0f58-4ebc-955d-1b21ca30a1c1,gasoline-large,1
508cc2a7-a92b-4cd6-a886-7c01da315a38,9d8acdfc-2886-42f7-b4b7-bb2465d9a086,propane-medium,1
377ade8b-485a-41d0-88c3-4f47a5f4eb1b,b98af998-32dd-4215-accb-63ee93315562,diesel-medium,1
cc6943df-1edb-4d4f-bfc0-f182cc9c66c8,7fae4594-3b49-45c6-9cc5-74b5755bf9e9,diesel-medium,1
35d8e9ac-9289-4dce-af97-111c48911ee6,d13af7ae-bd47-4603-839e-e608ad707a32,gasoline-low,1
6cc62109-dabc-4c3d-a53a-5a07033ac01b,c7f60bf2-62a9-4f64-9b97-cb9935152069,diesel-low,1
d1e86bea-948c-4ad0-9961-260534ff070f,85154949-2e1e-44d0-b268-b1dffb40868b,propane-large,1
eb5a179f-2954-4907-add6-68009e81c47c,4a6bf3c9-28aa-41f8-a64a-35780acc69a6,gasoline-low,1
fd9d5b16-fc64-42bc-9da3-10c0522e4855,026252d5-5d6e-4107-ad4c-5076bb6a3571,gasoline-medium,1
ceae129d-3b1e-401f-aa7d-92a506d9fcbe,4aecc870-2fe0-47c6-8ba5-8c8ca3037825,gasoline-low,1
d000e996-ab79-457a-a84e-4fa8c26fd0a4,8beca377-d344-4f2b-9b77-0ca9c677ac30,diesel-large,1
876e3739-0f02-4b55-aea1-274927d6153f,0acd8d7e-908b-4486-a5b3-b58b13d576f8,diesel-low,1
23a25a8e-d565-4e51-bd0c-4ee9cb2cb5e5,0b0bb38f-e8b2-4130-898f-888bbd901323,diesel-medium,1
771082ba-0a80-4936-9f2e-11188041a23e,f83a37e9-b22c-40e0-9505-c74d47908b3b,diesel-large,1
005ba272-d18a-41f6-9875-926b3a3272a2,db9b3f05-5af7-4097-af26-8d3c28d2a19f,propane-large,1
20b82532-448d-49db-a007-183a0388cafa,5f174bdc-d855-4694-8c26-2a70dc108b35,diesel-large,1
17ccc4f0-c54a-4fa1-976b-ae7f4510b0ab,26a9767f-f175-4793-ae73-93e909bfa6ad,gasoline-low,1
e34fc2ef-1ff7-4ad7-8faf-e993e015b44b,4cfc3c5e-15cf-4dc8-b448-bf7e4928d8c4,propane-large,1
1edd7e6e-5340-42c6-9445-10249281ef90,011c77da-f4bd-4187-a209-14eeedb146c3,gasoline-large,1
925c2b9b-148e-46b8-9cb0-11082e512a95,932205b3-955d-4852-bc35-7d07464779c2,gasoline-medium,1
2469626a-7caf-4449-8dce-330e3c2f2ede,cc006665-c62b-4f39-b289-64a52a8ec016,propane-medium,1
f13b3727-36c4-4fb5-a474-84f59686f4b5,efaeadbe-25a2-4033-a136-aac4b683202f,gasoline-medium,1
d88367ce-a382-40c2-b263-77db844c1211,3ad6cf99-449e-4d30-af1f-c41154c50a92,gasoline-large,1
71ed5123-9415-45eb-8d0a-1cebec14223d,df754187-386d-4196-b7e5-33d8b49a5579,propane-medium,1
ac514039-4527-420d-8f7c-8e593a8d0520,cd47674b-0748-416d-83e4-6d219b996bc8,gasoline-low,1
282c1d9c-61fb-49b9-880b-2d30b60cf82a,0fd1a7bf-784c-4085-a1e7-e66d00dc6ee7,diesel-medium,1
b0451761-a461-4258-b78e-34de73fd5dea,7727d5bd-5e1d-4317-9629-6fa7cbc91a9f,diesel-medium,1
83869452-fb37-4718-903b-ca2e2c1e26e1,359bf5fd-5f9a-4796-89e8-357df6bd4df3,diesel-low,1
c66d56bd-7e1f-4435-8c21-76fce6bd08c0,1f0a3bcf-3164-4278-b51c-d62202e4591f,gasoline-low,1
4b6726fc-32e4-43b7-9714-2a285352486a,7afc1bd9-c333-4862-8a37-43b505594ba3,diesel-medium,1
e8cd3987-66df-43ef-ac29-c04011c134a0,669d736b-ffbf-4bb6-a8e3-77bc4bad3fa0,gasoline-low,1
09e62caa-8020-4dd8-91c0-d6793e5419be,531e1237-51af-4376-8c29-83e51ba9f851,gasoline-large,1
2669c963-4e06-4f2a-9432-2f797d117c62,6f598c7c-8a59-4dd9-8dbf-3edf39efc2b3,diesel-large,1
481af6e2-122b-4a7a-966e-151699064ce4,76c9e2cc-5b16-4e30-a79c-054b993016fd,gasoline-large,1
8e1fdd83-a8d8-4491-a0f3-7605b595365b,fdabd4a5-8763-43c6-a5a1-3c9047ea89bb,gasoline-medium,1
5c5316a5-d34c-4b64-9dc5-d6e94c6d6391,47dc22e5-d6f4-4a19-89c3-46c56e7b3fe9,propane-medium,1
190075f4-0551-4934-bd94-1b5ec3c4b380,24db46f3-44f7-419e-836e-12f6b4299968,diesel-large,1
e415b307-4de6-4212-a981-89b787a9ce39,426c73da-a52a-4efb-919c-74a53270af06,gasoline-low,1
a95f5cc9-5e7b-4946-895a-8122680f389e,011365bb-dbb7-447d-804f-1ecb0b994c60,diesel-medium,1
73e80638-5ccb-4c50-a0fb-fd664fec4795,3fe0fb83-a9e3-452e-a162-c65d696c7a05,gasoline-large,1
998e99a4-267c-4f71-b98a-d6a732f124ab,b20786f4-421e-4bc7-81c1-1d87403384f3,propane-large,1
119ec569-adfc-4a88-a739-c56fd92685c8,5cad1c3e-e264-4920-8b2d-d78d4082dde3,diesel-low,1
6c02db83-ccc9-4d22-ae97-12dff79cddda,6eb5c0e3-b00f-4294-a6a5-98d8f0cb86c1,diesel-low,1
6b790f9a-664e-4475-a13f-d0c47db0eb63,c2a18442-a5bc-4522-bee1-b5236d586407,diesel-large,1
6c361335-c5b9-411c-a5d1-e869c6eb43d4,5753d50d-7d0f-4276-9c09-ab6fdba3b53f,propane-large,1
4e5685f3-beca-463e-adf5-d1b26044e391,48b26b88-2474-4571-9b57-7d1f8d755b52,propane-low,1
b5555966-d76f-4ac5-9dd2-596d44eacf44,7b0c439b-e413-4572-990b-d49108c01cea,diesel-large,1
cfbac445-95b0-4380-bc9a-57272cd58714,6c307c1b-a1b0-4349-b6a7-95e319ba9b40,propane-large,1
e57b3a8f-8a5f-4926-b5da-ba166a1b4d04,8eedbf34-561d-40a9-a181-73ad05347693,propane-low,1
548d36b8-840b-4a66-8093-00f33e2d8ada,a3da983e-cc06-47e2-a0e9-0027c5841531,propane-medium,1
8c323f70-2852-402e-9caf-305649deb7bb,95f1a27d-01c5-4642-8858-6b30b957f324,propane-large,1
f933ce0c-d620-443d-8b50-28fcd8ab1d83,82f149ae-35e4-4037-a6e3-a3bb62c7856b,propane-large,1
b6c7da7b-efb5-4906-8206-de44e61c897c,276e8753-abbb-4543-99fc-f6b4d09777b1,gasoline-low,1
7e7fc5d1-9914-4df1-88b5-ca0d0d9029cc,41a9fb6f-d3d4-4719-affc-0b90dfc326ac,diesel-large,1
aed8fd92-92ac-4596-be9f-072ec90a5007,75df27ce-5d49-4adb-9061-8f4297dd1c90,diesel-low,1
a5ddf43a-a4f0-437a-835b-f6b7a74db506,4600a33c-e05a-4255-a3da-ec4d3cb7669e,propane-low,1
b8b848a7-b75b-4664-b6d3-d0fbf81031df,f12d7c46-9d76-48e6-821f-d21c0ee82dd5,propane-large,1
8781c82f-d318-4f2a-a6b3-fe05ad5cc377,41aefac3-5224-46b2-8c92-9bcb5da433a6,gasoline-large,1
1bcc455d-e6f6-4ca9-8ab5-35ba2caf1a1f,a378e7e0-3905-4dd3-a063-3c0a98d5ea2f,gasoline-large,1
2606ff61-a37a-406b-8e25-3ce6e13fe6a9,e9811ffe-4e15-48fb-a2d4-7187c4617dad,gasoline-large,1
f661518f-8e7f-496e-a1a6-1ed1bc8165be,572c0dbf-5b5a-4402-8d89-2a57af0a7f85,propane-large,1
253155cc-e463-4994-93d1-62931e15e203,4470205a-3867-41fe-901d-b18ab401418e,propane-large,1
a23f755e-4727-440d-b847-6169398a53ad,a46cb594-5faf-491d-bcb0-e326ffead265,diesel-large,1
c1bebff1-dc32-4759-8b97-979cf0a9c86d,7528770e-d407-4e12-8a6b-d6122df3a41e,propane-low,1
cc748814-fca5-49a3-a391-d888a0b0135d,9202d9cf-74ab-411e-8ff2-b48acec9528d,gasoline-low,1
13c4d85d-95a4-499d-a9ce-e0ab737bb8d6,e8b5ff4a-a0ba-4280-bd92-9c8b3fa49218,gasoline-large,1
903a17a5-4092-4ff0-82cc-63c1faa72b64,4e00bf51-f430-436d-b067-7d090b8b3c77,propane-low,1
1a1f7266-3dd8-46a6-881f-cc6fa695f0ff,b2cc178b-596c-4024-9bf5-a24e241d118a,gasoline-low,1
c8e30a5a-09ee-467e-9de0-6964b041e72e,e2533094-4896-44c2-b8f7-14b5993dffae,gasoline-large,1
5c3bdb73-9fd1-4e74-a6f7-8f5b5867deb0,d67b7c41-a3c2-4720-aaba-2b8bc52435ad,gasoline-low,1
eb06c257-40f4-44a0-8ef8-53d915364175,5d6ca034-d08a-4b87-8d2b-b1bde8221f97,propane-large,1
4bc2fb8a-8c5d-4d08-8c9f-09ec9084f8ac,a9cbae18-63dd-479d-8c01-b34e5f8566ac,diesel-medium,1
5430e2e5-3c70-40b3-87fa-4e74062b7e54,b9beafe5-926e-452d-aa04-7cfd664484dd,propane-medium,1
fd994984-3f93-40b9-8be9-bec4d2db7c96,ae692935-04ba-4d00-a78c-f9aa6f4388ac,diesel-large,1
ffaffc03-fae5-472b-9515-c2f781b120be,52d74786-8327-40bc-9b10-f1cb5285d62d,propane-large,1
70219be0-fab7-4fcb-a262-ae234f6b6356,86eb4040-0a01-4fc4-bdf0-590e022c7134,gasoline-large,1
5e3d794b-5d90-4dcb-b974-ccefb10b4663,d9756428-b231-47e5-8edc-26e6184769f1,propane-large,1
6dde3841-4b87-41d9-af31-918dfceb88a6,63baf178-a94b-43b7-9b6e-8b27fa8596ec,propane-low,1
2b5bc430-2724-46c3-8330-70fe35931c2f,32f32feb-7a15-45e7-9fd8-6a93cc8ace76,gasoline-medium,1
e3c9842d-15c0-4c5d-800b-9eafe8554201,2adbb495-8b54-4378-a507-518eb6fec77d,gasoline-low,1
de521123-3fbc-4a51-ab71-9599e8c3a206,2ef0c304-023a-4ce2-b02a-314ef7b3da4f,gasoline-low,1
2f31a783-5d8e-48bb-9815-8867b44f65cd,c95f2ad5-ca45-4efe-8b25-8591f05c3945,diesel-large,1
51109091-0824-496d-a832-24285d9bb718,be11970f-14b4-4e6e-9676-d111c32ed5a3,propane-low,1
0506dfed-892f-4072-83d0-fbd180326025,02b7b020-4f13-46e4-9867-2b6d81bd1b7e,propane-medium,1
3f95a116-85eb-415f-9517-0fc12bffaab9,1192c290-5bf8-4047-93b7-5d7cd63626fd,gasoline-medium,1
d8f3a8e3-b233-4681-9eea-18a018f5b3f0,cad3178e-7785-4565-93b7-4497ed4cd2ed,diesel-large,1
481ca916-817f-48c9-b4be-a634e56ac3d3,3a235430-1e83-4090-b2d9-ca56687d3715,propane-large,1
730e27d2-ad33-4d0e-96a9-de153092ab13,8ef805e0-3aa0-431e-b774-cd12f0f59d5b,gasoline-medium,1
6c6eae52-8890-429e-ba61-febb14bf37f4,db24e463-e1f2-457e-8c82-d9290677a06a,propane-medium,1
483e4b9d-fc12-4d9e-8875-30d792c0eece,80fb6845-d693-4bdd-be67-19ced43e062e,propane-low,1
bc138627-e45d-4465-a0e9-377c433e26c0,1b7a35e1-8e94-43dc-bb9c-5355d33fb83e,diesel-low,1
9530d5f1-448e-4a47-ae0b-d0247da8b8c4,e03c3fcb-fa50-41b2-baa4-c342e8012288,gasoline-large,1
193e05ef-68fe-4658-b265-8253711952ff,6d4a86d4-30f8-4f4b-8654-ea76e9e2ad34,diesel-large,1
22ad4eb2-73e3-4d00-9f43-49551dfdf455,23e6fca5-86cf-4736-b952-31766bedb4d6,gasoline-medium,1
2a2c8771-39b9-42a2-a5d0-dd8b823ff43b,7d815db3-9861-4617-9f97-0f27976bd13b,diesel-large,1
86da369f-e6ad-4f82-a81b-8faebc3d68ae,bd11eeb5-8be2-4507-bd8b-1fdbbe2d8cfb,gasoline-low,1
19661392-1eca-4bc7-92f5-6cf80e0868b6,7524e140-f076-473f-a12a-3233e0b602d6,diesel-large,1
a1ab01a0-4f5e-4fde-b821-f8f9018b7479,bc6e90f1-80da-46d0-bfe1-d13c91494429,gasoline-large,1
ded98dc9-f18c-4d3f-9b90-e7e171934fa6,b2c9b210-9f1f-4ff2-8e56-c7274a0b1a67,propane-large,1
fd93ec2e-2b1a-4669-a468-ec717a0208bf,83591606-0e77-4bdb-9ddb-e7f66155c459,gasoline-medium,1
e3392025-928b-40d6-be74-692277a9ede6,8e04edb2-aa24-4fca-bb47-396c56e55694,propane-low,1
b465dc2b-aaed-4c1f-b7cd-850f22597129,45bb51b9-e88c-4d64-874e-88eabcb1dc6b,gasoline-low,1
563dcc88-dcb7-4f3d-b950-e70c531772e4,bfe6f7d9-e9fc-41b8-91a1-978faa00450c,diesel-low,1
ebddcaba-d231-4383-8375-1b1d871794f9,ffcde4f6-3d49-48ef-a8a3-a0bec2b5b30f,propane-low,1
98aefb00-cd4e-47e6-9421-e0e721c71cfa,2c46c37a-d2fb-4588-8bc9-48e4aa343717,diesel-low,1
f8b30de2-f908-4f1f-9bd6-2fca63ecdb61,be80fa39-0c49-4262-967c-4d5bb23c9cde,gasoline-medium,1
ab484e87-373e-401a-b64f-3339593ecc83,dd1c6a75-51ec-4e7b-a70b-790aa76ee62b,diesel-medium,1
10b1b3d1-526d-47e1-a13c-aab9c04de353,185912a6-900d-4342-ac8f-75e069730c9b,gasoline-medium,1
99037a66-014e-44ed-a34e-58c821b6d9e1,cd5b1740-57d0-439a-9165-41df74b1957a,diesel-large,1
6408d826-6e63-4c3b-820c-e52a91f7c8b4,4d661d4b-c98b-4622-b749-1d01900b9544,propane-large,1
246c50d1-283e-4f14-a525-1908631dd77e,ccf900fe-abb5-4784-8934-f0f404db5774,propane-low,1
c57fe2ae-965f-4088-8275-ae19fb4d27ea,16a9508d-bd79-473e-ab1d-20329c693b99,propane-medium,1
220abae4-d74d-4ac2-bfc6-d5acd316242e,88a441f3-7a4f-4620-a4bc-baf42e7c23a6,diesel-large,1
4faec63b-d9b0-47a7-83d7-94a5e671f4d1,61e9b27a-9e9f-4801-885f-8d5743955b64,propane-medium,1
11d4c2ca-01d8-4287-90f6-3d9c842dfc7d,dea9a185-6cbe-40f3-8227-d81fd6b7fbeb,gasoline-low,1
2939c065-746d-4af3-b523-e82196400675,41ee70d1-5bce-412f-9eec-3186e87f3d91,diesel-low,1
af89e620-cb63-44b3-9353-c86f0ceb7672,1437eae3-4055-49ec-9d72-83a8e26f52a0,diesel-large,1
40c78e11-5de6-4ef7-87f2-7799f6ce6078,142715d9-9f3e-4fc9-9ab3-d138c5a4b543,gasoline-medium,1
005a7aa5-d678-4be9-b4ff-e82bae618609,85bdad2d-db30-4c43-ba31-d9043d4642cd,propane-low,1
5cfedb3d-e64b-4294-a1d1-d37a9d14be3a,77b7a966-cb77-40fb-8323-503423983fbc,diesel-large,1
5d07ac45-a6b8-421a-86ba-f731f4121e31,bfbf475f-e9f0-48fe-a4e8-21642279a55e,diesel-low,1
